,state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,yeildpercol
356,KY,5000.0,56.0,280000.0,70000.0,2.19,613000.0,2006,
357,LA,30000.0,90.0,2700000.0,675000.0,0.9,2430000.0,2006,
358,ME,11000.0,23.0,253000.0,86000.0,1.6,405000.0,2006,
359,MI,72000.0,55.0,3960000.0,2099000.0,1.15,4554000.0,2006,
360,MN,125000.0,80.0,10000000.0,3300000.0,0.94,9400000.0,2006,
361,MS,14000.0,98.0,1372000.0,453000.0,0.93,1276000.0,2006,
362,MO,15000.0,46.0,690000.0,117000.0,0.98,676000.0,2006,
363,MT,132000.0,79.0,10428000.0,1981000.0,0.95,9907000.0,2006,
364,NE,47000.0,73.0,3431000.0,3843000.0,0.93,3191000.0,2006,
365,NV,9000.0,37.0,333000.0,50000.0,3.62,1205000.0,2006,
366,NJ,9000.0,36.0,324000.0,152000.0,1.14,369000.0,2006,
367,NM,7000.0,48.0,336000.0,104000.0,1.19,400000.0,2006,
368,NY,58000.0,64.0,3712000.0,2376000.0,1.3,4826000.0,2006,
369,NC,10000.0,50.0,500000.0,215000.0,1.57,785000.0,2006,
370,ND,350000.0,74.0,25900000.0,7770000.0,0.91,23569000.0,2006,
371,OH,14000.0,56.0,784000.0,282000.0,1.4,1098000.0,2006,
372,OR,46000.0,48.0,2208000.0,729000.0,1.05,2318000.0,2006,
373,PA,28000.0,40.0,1120000.0,605000.0,1.63,1826000.0,2006,
374,SD,225000.0,47.0,10575000.0,10575000.0,0.94,9941000.0,2006,
375,TN,7000.0,55.0,385000.0,58000.0,1.84,708000.0,2006,
376,TX,82000.0,70.0,5740000.0,976000.0,0.89,5109000.0,2006,
377,UT,26000.0,50.0,1300000.0,299000.0,0.98,1274000.0,2006,
378,VT,6000.0,56.0,336000.0,144000.0,1.2,403000.0,2006,
379,VA,8000.0,42.0,336000.0,114000.0,2.2,739000.0,2006,
380,WA,49000.0,52.0,2548000.0,1605000.0,1.24,3160000.0,2006,
381,WV,6000.0,42.0,252000.0,68000.0,2.02,509000.0,2006,
382,WI,64000.0,93.0,5952000.0,2500000.0,1.12,6666000.0,2006,
383,WY,39000.0,85.0,3315000.0,497000.0,0.98,3249000.0,2006,
384,AL,11000.0,56.0,616000.0,209000.0,1.49,918000.0,2007,
385,AZ,30000.0,64.0,1920000.0,902000.0,1.26,2419000.0,2007,
386,AR,28000.0,80.0,2240000.0,672000.0,0.95,2128000.0,2007,
387,CA,340000.0,40.0,13600000.0,3672000.0,1.04,14144000.0,2007,
388,CO,31000.0,51.0,1581000.0,838000.0,1.15,1818000.0,2007,
389,FL,160000.0,71.0,11360000.0,1363000.0,0.99,11246000.0,2007,
390,GA,60000.0,58.0,3480000.0,522000.0,1.19,4141000.0,2007,
391,HI,10000.0,92.0,920000.0,285000.0,1.7,1564000.0,2007,
392,ID,92000.0,41.0,3772000.0,1848000.0,1.15,4338000.0,2007,
393,IL,9000.0,63.0,567000.0,374000.0,2.49,1412000.0,2007,
394,IN,8000.0,53.0,424000.0,119000.0,1.5,636000.0,2007,
395,IA,26000.0,81.0,2106000.0,1221000.0,1.31,2759000.0,2007,
396,KS,14000.0,40.0,560000.0,196000.0,1.18,661000.0,2007,
397,KY,4000.0,61.0,244000.0,54000.0,2.12,517000.0,2007,
398,LA,29000.0,89.0,2581000.0,413000.0,1.08,2787000.0,2007,
399,ME,9000.0,26.0,234000.0,59000.0,1.32,309000.0,2007,
400,MI,72000.0,64.0,4608000.0,2350000.0,1.19,5484000.0,2007,
401,MN,130000.0,68.0,8840000.0,2564000.0,1.04,9194000.0,2007,
402,MS,15000.0,92.0,1380000.0,166000.0,0.91,1256000.0,2007,
403,MO,14000.0,46.0,644000.0,148000.0,1.12,721000.0,2007,
404,MT,135000.0,68.0,9180000.0,2479000.0,0.99,9088000.0,2007,
405,NE,45000.0,49.0,2205000.0,1477000.0,1.03,2271000.0,2007,
406,NV,10000.0,28.0,280000.0,67000.0,2.99,837000.0,2007,
407,NJ,9000.0,57.0,513000.0,185000.0,1.96,1005000.0,2007,
408,NM,6000.0,59.0,354000.0,138000.0,1.42,503000.0,2007,
409,NY,53000.0,57.0,3021000.0,1843000.0,1.38,4169000.0,2007,
410,NC,12000.0,45.0,540000.0,76000.0,2.49,1345000.0,2007,
411,ND,420000.0,74.0,31080000.0,9013000.0,0.96,29837000.0,2007,
412,OH,14000.0,61.0,854000.0,376000.0,1.77,1512000.0,2007,
413,OR,46000.0,43.0,1978000.0,1088000.0,1.31,2591000.0,2007,
414,PA,25000.0,42.0,1050000.0,326000.0,1.7,1785000.0,2007,
415,SD,255000.0,52.0,13260000.0,10608000.0,1.02,13525000.0,2007,
416,TN,7000.0,65.0,455000.0,114000.0,1.99,905000.0,2007,
417,TX,105000.0,82.0,8610000.0,1550000.0,0.96,8266000.0,2007,
418,UT,28000.0,42.0,1176000.0,270000.0,1.13,1329000.0,2007,
419,VT,5000.0,64.0,320000.0,96000.0,1.7,544000.0,2007,
420,VA,6000.0,46.0,276000.0,63000.0,2.43,671000.0,2007,
421,WA,46000.0,44.0,2024000.0,648000.0,1.25,2530000.0,2007,
422,WV,6000.0,48.0,288000.0,95000.0,2.09,602000.0,2007,
423,WI,60000.0,84.0,5040000.0,3024000.0,1.22,6149000.0,2007,
424,WY,43000.0,80.0,3440000.0,894000.0,1.0,3440000.0,2007,
425,AL,9000.0,66.0,594000.0,214000.0,1.9,1129000.0,2008,
426,AZ,25000.0,64.0,1600000.0,336000.0,1.26,2016000.0,2008,
427,AR,28000.0,75.0,2100000.0,525000.0,1.35,2835000.0,2008,
428,CA,360000.0,51.0,18360000.0,4039000.0,1.39,25520000.0,2008,
429,CO,27000.0,45.0,1215000.0,656000.0,1.51,1835000.0,2008,
430,FL,150000.0,79.0,11850000.0,1304000.0,1.32,15642000.0,2008,
431,GA,65000.0,71.0,4615000.0,369000.0,1.52,7015000.0,2008,
432,HI,10000.0,90.0,900000.0,225000.0,1.59,1431000.0,2008,
433,ID,90000.0,40.0,3600000.0,1440000.0,1.46,5256000.0,2008,
434,IL,8000.0,56.0,448000.0,116000.0,2.59,1160000.0,2008,
435,IN,7000.0,67.0,469000.0,150000.0,1.68,788000.0,2008,
436,IA,24000.0,62.0,1488000.0,580000.0,1.58,2351000.0,2008,
437,KS,10000.0,61.0,610000.0,128000.0,1.55,946000.0,2008,
438,KY,4000.0,39.0,156000.0,27000.0,2.44,381000.0,2008,
439,LA,40000.0,77.0,3080000.0,493000.0,1.36,4189000.0,2008,
440,ME,7000.0,42.0,294000.0,79000.0,1.57,462000.0,2008,
441,MI,71000.0,73.0,5183000.0,2021000.0,1.44,7464000.0,2008,
442,MN,122000.0,78.0,9516000.0,2569000.0,1.39,13227000.0,2008,
443,MS,14000.0,98.0,1372000.0,110000.0,1.3,1784000.0,2008,
444,MO,11000.0,53.0,583000.0,152000.0,1.68,979000.0,2008,
445,MT,134000.0,70.0,9380000.0,4596000.0,1.37,12851000.0,2008,
446,NE,36000.0,67.0,2412000.0,1254000.0,1.45,3497000.0,2008,
447,NV,10000.0,29.0,290000.0,52000.0,1.42,412000.0,2008,
448,NJ,9000.0,40.0,360000.0,122000.0,1.62,583000.0,2008,
449,NM,6000.0,48.0,288000.0,95000.0,1.48,426000.0,2008,
450,NY,50000.0,70.0,3500000.0,1260000.0,1.65,5775000.0,2008,
451,NC,12000.0,52.0,624000.0,137000.0,2.18,1360000.0,2008,
452,ND,400000.0,90.0,36000000.0,8640000.0,1.36,48960000.0,2008,
453,OH,14000.0,53.0,742000.0,371000.0,1.68,1247000.0,2008,
454,OR,50000.0,43.0,2150000.0,1097000.0,1.41,3032000.0,2008,
455,PA,23000.0,48.0,1104000.0,276000.0,1.65,1822000.0,2008,
456,SD,225000.0,95.0,21375000.0,11970000.0,1.34,28643000.0,2008,
457,TN,7000.0,61.0,427000.0,149000.0,2.09,892000.0,2008,
458,TX,77000.0,64.0,4928000.0,1380000.0,1.34,6604000.0,2008,
459,UT,28000.0,48.0,1344000.0,242000.0,1.57,2110000.0,2008,
460,VT,5000.0,66.0,330000.0,119000.0,2.2,726000.0,2008,
461,VA,6000.0,42.0,252000.0,45000.0,2.42,610000.0,2008,
462,WA,49000.0,44.0,2156000.0,862000.0,1.51,3256000.0,2008,
463,WV,6000.0,43.0,258000.0,49000.0,2.16,557000.0,2008,
464,WI,58000.0,80.0,4640000.0,2366000.0,1.5,6960000.0,2008,
465,WY,39000.0,61.0,2379000.0,381000.0,1.37,3259000.0,2008,
466,AL,9000.0,50.0,450000.0,68000.0,1.86,837000.0,2009,
467,AZ,20000.0,52.0,1040000.0,562000.0,1.45,1508000.0,2009,
468,AR,24000.0,57.0,1368000.0,301000.0,1.42,1943000.0,2009,
469,CA,355000.0,33.0,11715000.0,2109000.0,1.39,16284000.0,2009,
470,CO,28000.0,53.0,1484000.0,326000.0,1.43,2122000.0,2009,
471,FL,170000.0,68.0,11560000.0,1618000.0,1.42,16415000.0,2009,
472,GA,65000.0,41.0,2665000.0,346000.0,1.47,3918000.0,2009,
473,HI,10000.0,95.0,950000.0,323000.0,1.76,1672000.0,2009,
474,ID,103000.0,46.0,4738000.0,1706000.0,1.52,7202000.0,2009,
475,IL,8000.0,34.0,272000.0,57000.0,2.55,694000.0,2009,
476,IN,9000.0,32.0,288000.0,101000.0,2.02,582000.0,2009,
477,IA,26000.0,42.0,1092000.0,339000.0,1.6,1747000.0,2009,
478,KS,9000.0,63.0,567000.0,164000.0,1.85,1049000.0,2009,
479,KY,5000.0,35.0,175000.0,25000.0,2.71,474000.0,2009,
480,LA,37000.0,103.0,3811000.0,610000.0,1.36,5183000.0,2009,
481,ME,6000.0,50.0,300000.0,51000.0,1.95,585000.0,2009,
482,MI,66000.0,60.0,3960000.0,1505000.0,1.55,6138000.0,2009,
483,MN,122000.0,65.0,7930000.0,1427000.0,1.44,11419000.0,2009,
484,MS,14000.0,104.0,1456000.0,87000.0,1.32,1922000.0,2009,
485,MO,11000.0,47.0,517000.0,57000.0,1.99,1029000.0,2009,
486,MT,146000.0,70.0,10220000.0,3577000.0,1.46,14921000.0,2009,
487,NE,48000.0,56.0,2688000.0,1102000.0,1.46,3924000.0,2009,
488,NJ,11000.0,32.0,352000.0,70000.0,2.36,831000.0,2009,
489,NM,7000.0,60.0,420000.0,143000.0,1.59,668000.0,2009,
490,NY,45000.0,65.0,2925000.0,936000.0,1.93,5645000.0,2009,
491,NC,11000.0,45.0,495000.0,84000.0,2.57,1272000.0,2009,
492,ND,450000.0,77.0,34650000.0,7623000.0,1.38,47817000.0,2009,
493,OH,11000.0,50.0,550000.0,132000.0,2.81,1546000.0,2009,
494,OR,55000.0,34.0,1870000.0,767000.0,1.54,2880000.0,2009,
495,PA,21000.0,40.0,840000.0,319000.0,2.03,1705000.0,2009,
496,SD,270000.0,66.0,17820000.0,6237000.0,1.42,25304000.0,2009,
497,TN,7000.0,51.0,357000.0,86000.0,2.37,846000.0,2009,
498,TX,89000.0,63.0,5607000.0,1065000.0,1.39,7794000.0,2009,
499,UT,26000.0,38.0,988000.0,198000.0,1.46,1442000.0,2009,
500,VT,5000.0,49.0,245000.0,69000.0,2.01,492000.0,2009,
501,VA,6000.0,39.0,234000.0,56000.0,3.45,807000.0,2009,
502,WA,62000.0,44.0,2728000.0,1064000.0,1.58,4310000.0,2009,
503,WV,5000.0,37.0,185000.0,33000.0,2.6,481000.0,2009,
504,WI,63000.0,60.0,3780000.0,1588000.0,1.58,5972000.0,2009,
505,WY,37000.0,48.0,1776000.0,391000.0,1.43,2540000.0,2009,
506,AL,9000.0,54.0,486000.0,73000.0,2.4,1166000.0,2010,
507,AZ,24000.0,77.0,1848000.0,665000.0,1.52,2809000.0,2010,
508,AR,25000.0,60.0,1500000.0,360000.0,1.47,2205000.0,2010,
509,CA,410000.0,67.0,27470000.0,6318000.0,1.55,42579000.0,2010,
510,CO,34000.0,56.0,1904000.0,533000.0,1.52,2894000.0,2010,
511,FL,200000.0,69.0,13800000.0,1794000.0,1.56,21528000.0,2010,
512,GA,55000.0,46.0,2530000.0,152000.0,1.67,4225000.0,2010,
513,HI,10000.0,77.0,770000.0,239000.0,2.75,2118000.0,2010,
514,ID,97000.0,27.0,2619000.0,1179000.0,1.61,4217000.0,2010,
515,IL,9000.0,41.0,369000.0,92000.0,2.78,1026000.0,2010,
516,IN,10000.0,43.0,430000.0,151000.0,2.23,959000.0,2010,
517,IA,27000.0,49.0,1323000.0,463000.0,1.92,2540000.0,2010,
518,KS,9000.0,52.0,468000.0,103000.0,2.02,945000.0,2010,
519,KY,5000.0,67.0,335000.0,67000.0,2.72,911000.0,2010,
520,LA,36000.0,80.0,2880000.0,288000.0,1.5,4320000.0,2010,
521,ME,5000.0,41.0,205000.0,33000.0,2.05,420000.0,2010,
522,MI,71000.0,58.0,4118000.0,1524000.0,1.67,6877000.0,2010,
523,MN,128000.0,66.0,8448000.0,1774000.0,1.55,13094000.0,2010,
524,MS,16000.0,98.0,1568000.0,78000.0,1.44,2258000.0,2010,
525,MO,11000.0,52.0,572000.0,92000.0,1.8,1030000.0,2010,
526,MT,157000.0,74.0,11618000.0,2905000.0,1.58,18356000.0,2010,
527,NE,41000.0,55.0,2255000.0,902000.0,1.51,3405000.0,2010,
528,NJ,13000.0,35.0,455000.0,73000.0,1.9,865000.0,2010,
529,NM,7000.0,66.0,462000.0,157000.0,1.58,730000.0,2010,
530,NY,45000.0,64.0,2880000.0,1123000.0,1.96,5645000.0,2010,
531,NC,13000.0,46.0,598000.0,144000.0,2.66,1591000.0,2010,
532,ND,510000.0,91.0,46410000.0,12995000.0,1.5,69615000.0,2010,
533,OH,18000.0,62.0,1116000.0,346000.0,2.28,2544000.0,2010,
534,OR,59000.0,39.0,2301000.0,874000.0,1.63,3751000.0,2010,
535,PA,30000.0,37.0,1110000.0,377000.0,2.13,2364000.0,2010,
536,SD,265000.0,58.0,15370000.0,4765000.0,1.51,23209000.0,2010,
537,TN,8000.0,63.0,504000.0,106000.0,2.5,1260000.0,2010,
538,TX,100000.0,72.0,7200000.0,792000.0,1.51,10872000.0,2010,
539,UT,26000.0,30.0,780000.0,195000.0,1.53,1193000.0,2010,
540,VT,4000.0,65.0,260000.0,73000.0,3.1,806000.0,2010,
541,VA,5000.0,37.0,185000.0,37000.0,3.32,614000.0,2010,
542,WA,71000.0,37.0,2627000.0,1077000.0,1.57,4124000.0,2010,
543,WV,5000.0,40.0,200000.0,40000.0,2.39,478000.0,2010,
544,WI,64000.0,64.0,4096000.0,1556000.0,1.68,6881000.0,2010,
545,WY,34000.0,36.0,1224000.0,282000.0,1.59,1946000.0,2010,
546,AL,9000.0,50.0,450000.0,63000.0,2.51,1130000.0,2011,
547,AZ,23000.0,53.0,1219000.0,427000.0,1.55,1889000.0,2011,
548,AR,22000.0,64.0,1408000.0,239000.0,1.62,2281000.0,2011,
549,CA,370000.0,48.0,17760000.0,3730000.0,1.65,29304000.0,2011,
550,CO,31000.0,55.0,1705000.0,443000.0,2.0,3410000.0,2011,
551,FL,180000.0,61.0,10980000.0,988000.0,1.68,18446000.0,2011,
552,GA,65000.0,43.0,2795000.0,196000.0,1.65,4612000.0,2011,
553,HI,9000.0,74.0,666000.0,246000.0,3.65,2431000.0,2011,
554,ID,87000.0,36.0,3132000.0,1879000.0,1.78,5575000.0,2011,
555,IL,7000.0,50.0,350000.0,98000.0,3.9,1365000.0,2011,
556,IN,8000.0,51.0,408000.0,147000.0,2.14,873000.0,2011,
557,IA,25000.0,62.0,1550000.0,961000.0,1.96,3038000.0,2011,
558,KS,7000.0,44.0,308000.0,117000.0,2.15,662000.0,2011,
559,KY,4000.0,39.0,156000.0,12000.0,3.17,495000.0,2011,
560,LA,36000.0,77.0,2772000.0,471000.0,1.67,4629000.0,2011,
561,ME,4000.0,30.0,120000.0,17000.0,1.98,238000.0,2011,
562,MI,74000.0,64.0,4736000.0,2084000.0,1.81,8572000.0,2011,
563,MN,120000.0,53.0,6360000.0,2099000.0,1.63,10367000.0,2011,
564,MS,18000.0,115.0,2070000.0,104000.0,1.53,3167000.0,2011,
565,MO,8000.0,43.0,344000.0,76000.0,2.14,736000.0,2011,
566,MT,145000.0,92.0,13340000.0,3202000.0,1.7,22678000.0,2011,
567,NE,41000.0,59.0,2419000.0,653000.0,1.75,4233000.0,2011,
568,NJ,11000.0,41.0,451000.0,135000.0,3.7,1669000.0,2011,
569,NM,7000.0,56.0,392000.0,153000.0,1.69,662000.0,2011,
570,NY,49000.0,56.0,2744000.0,1235000.0,1.96,5378000.0,2011,
571,NC,14000.0,62.0,868000.0,95000.0,2.83,2456000.0,2011,
572,ND,460000.0,71.0,32660000.0,7512000.0,1.67,54542000.0,2011,
573,OH,15000.0,66.0,990000.0,228000.0,2.34,2317000.0,2011,
574,OR,60000.0,34.0,2040000.0,755000.0,1.68,3427000.0,2011,
575,PA,24000.0,44.0,1056000.0,306000.0,2.55,2693000.0,2011,
576,SD,250000.0,66.0,16500000.0,4290000.0,1.7,28050000.0,2011,
577,TN,7000.0,44.0,308000.0,68000.0,2.93,902000.0,2011,
578,TX,78000.0,58.0,4524000.0,633000.0,1.78,8053000.0,2011,
579,UT,23000.0,39.0,897000.0,170000.0,1.75,1570000.0,2011,
580,VT,4000.0,43.0,172000.0,43000.0,2.31,397000.0,2011,
581,VA,4000.0,40.0,160000.0,21000.0,4.07,651000.0,2011,
582,WA,71000.0,38.0,2698000.0,836000.0,1.93,5207000.0,2011,
583,WV,4000.0,53.0,212000.0,45000.0,2.57,545000.0,2011,
584,WI,57000.0,63.0,3591000.0,1508000.0,1.89,6787000.0,2011,
585,WY,35000.0,54.0,1890000.0,265000.0,1.72,3251000.0,2011,
586,AL,8000.0,54.0,432000.0,65000.0,2.47,1067000.0,2012,
587,AZ,22000.0,46.0,1012000.0,253000.0,1.79,1811000.0,2012,
588,AR,25000.0,63.0,1575000.0,189000.0,1.98,3119000.0,2012,
589,CA,330000.0,35.0,11550000.0,3119000.0,1.94,22407000.0,2012,
590,CO,25000.0,48.0,1200000.0,468000.0,2.07,2484000.0,2012,
591,FL,193000.0,64.0,12352000.0,1235000.0,1.84,22728000.0,2012,
592,GA,59000.0,51.0,3009000.0,181000.0,1.92,5777000.0,2012,
593,HI,10000.0,75.0,750000.0,263000.0,4.15,3113000.0,2012,
594,ID,92000.0,32.0,2944000.0,530000.0,1.63,4799000.0,2012,
595,IL,7000.0,61.0,427000.0,145000.0,3.55,1516000.0,2012,
596,IN,8000.0,59.0,472000.0,203000.0,2.54,1199000.0,2012,
597,IA,37000.0,61.0,2257000.0,1196000.0,2.17,4898000.0,2012,
598,KS,6000.0,55.0,330000.0,125000.0,2.28,752000.0,2012,
599,KY,5000.0,51.0,255000.0,41000.0,3.15,803000.0,2012,
600,LA,41000.0,86.0,3526000.0,141000.0,1.83,6453000.0,2012,
601,ME,4000.0,34.0,136000.0,24000.0,2.39,325000.0,2012,
602,MI,73000.0,57.0,4161000.0,1332000.0,2.03,8447000.0,2012,
603,MN,125000.0,67.0,8375000.0,1591000.0,1.92,16080000.0,2012,
604,MS,18000.0,118.0,2124000.0,64000.0,1.77,3759000.0,2012,
605,MO,7000.0,53.0,371000.0,108000.0,2.8,1039000.0,2012,
606,MT,145000.0,52.0,7540000.0,2413000.0,1.95,14703000.0,2012,
607,NE,43000.0,65.0,2795000.0,1146000.0,1.93,5394000.0,2012,
608,NJ,14000.0,33.0,462000.0,51000.0,1.97,910000.0,2012,
609,NM,5000.0,52.0,260000.0,99000.0,3.39,881000.0,2012,
610,NY,51000.0,51.0,2601000.0,988000.0,2.23,5800000.0,2012,
611,NC,13000.0,39.0,507000.0,106000.0,3.76,1906000.0,2012,
612,ND,480000.0,69.0,33120000.0,5962000.0,1.92,63590000.0,2012,
613,OH,18000.0,60.0,1080000.0,410000.0,2.46,2657000.0,2012,
614,OR,60000.0,32.0,1920000.0,845000.0,2.16,4147000.0,2012,
615,PA,16000.0,60.0,960000.0,269000.0,2.57,2467000.0,2012,
616,SD,260000.0,63.0,16380000.0,3604000.0,1.95,31941000.0,2012,
617,TN,6000.0,61.0,366000.0,59000.0,2.93,1072000.0,2012,
618,TX,92000.0,52.0,4784000.0,718000.0,2.0,9568000.0,2012,
619,UT,25000.0,38.0,950000.0,209000.0,1.87,1777000.0,2012,
620,VT,4000.0,60.0,240000.0,53000.0,2.39,574000.0,2012,
621,VA,4000.0,41.0,164000.0,23000.0,3.77,618000.0,2012,
622,WA,62000.0,41.0,2542000.0,1017000.0,2.38,6050000.0,2012,
623,WV,6000.0,48.0,288000.0,95000.0,2.91,838000.0,2012,
624,WI,60000.0,69.0,4140000.0,1863000.0,2.05,8487000.0,2012,
625,WY,50000.0,51.0,2550000.0,459000.0,1.87,4769000.0,2012,
0,AL,7000.0,,364000.0,55000.0,2.85,1037.0,2013,52.0
1,AZ,29000.0,,1044000.0,251000.0,1.96,2046.0,2013,36.0
2,AR,22000.0,,1320000.0,66000.0,2.02,2666.0,2013,60.0
3,CA,330000.0,,10890000.0,2505000.0,2.11,22978.0,2013,33.0
4,CO,26000.0,,1118000.0,324000.0,2.1,2348.0,2013,43.0
5,FL,220000.0,,13420000.0,1074000.0,2.03,27243.0,2013,61.0
6,GA,67000.0,,3350000.0,637000.0,2.26,7571.0,2013,50.0
7,HI,13000.0,,1079000.0,65000.0,1.97,2126.0,2013,83.0
8,ID,83000.0,,2656000.0,1036000.0,2.02,5365.0,2013,32.0
9,IL,7000.0,,336000.0,101000.0,4.19,1408.0,2013,48.0
10,IN,6000.0,,282000.0,82000.0,2.77,781.0,2013,47.0
11,IA,39000.0,,1872000.0,1217000.0,2.45,4586.0,2013,48.0
12,KS,6000.0,,276000.0,39000.0,2.5,690.0,2013,46.0
13,KY,3000.0,,123000.0,17000.0,3.25,400.0,2013,41.0
14,LA,50000.0,,4900000.0,490000.0,1.89,9261.0,2013,98.0
15,MA,7000.0,,301000.0,27000.0,3.14,945.0,2013,43.0
16,MI,85000.0,,14675000.0,982000.0,2.16,10098.0,2013,55.0
17,MN,130000.0,,7540000.0,1282000.0,1.99,15005.0,2013,58.0
18,MS,17000.0,,1972000.0,39000.0,1.86,3668.0,2013,116.0
19,MO,10000.0,,470000.0,85000.0,2.62,1231.0,2013,47.0
20,MT,159000.0,,14946000.0,5231000.0,2.09,31237.0,2013,94.0
21,NE,46000.0,,2760000.0,1628000.0,2.07,5713.0,2013,60.0
22,NJ,11000.0,,484000.0,34000.0,4.19,2028.0,2013,44.0
23,NY,55000.0,,2640000.0,1030000.0,2.12,5597.0,2013,48.0
24,NC,10000.0,,380000.0,84000.0,3.67,1395.0,2013,38.0
25,ND,480000.0,,33120000.0,6955000.0,2.04,67565.0,2013,69.0
26,OH,17000.0,,765000.0,390000.0,3.29,2517.0,2013,45.0
27,OR,62000.0,,2170000.0,456000.0,2.39,5186.0,2013,35.0
28,PA,13000.0,,585000.0,257000.0,3.03,1773.0,2013,45.0
29,SD,265000.0,,14840000.0,6381000.0,2.07,30719.0,2013,56.0
30,TN,7000.0,,315000.0,63000.0,3.55,1118.0,2013,45.0
31,TX,106000.0,,6254000.0,1689000.0,2.1,13133.0,2013,59.0
32,UT,30000.0,,1020000.0,92000.0,2.09,2132.0,2013,34.0
33,VT,3000.0,,153000.0,46000.0,3.89,595.0,2013,51.0
34,VA,5000.0,,175000.0,42000.0,4.5,788.0,2013,35.0
35,WA,69000.0,,2691000.0,1023000.0,2.3,6189.0,2013,39.0
36,WV,6000.0,,276000.0,83000.0,3.66,1010.0,2013,46.0
37,WI,59000.0,,3540000.0,1558000.0,2.38,8425.0,2013,60.0
38,WY,47000.0,,3102000.0,558000.0,2.11,6545.0,2013,66.0
39,,,,,,,,2013,
40,,,,,,,,2013,
41,,,,,,,,2013,
0,AL,7000.0,53.0,371000.0,26000.0,3.4,1261.0,2013,
1,AZ,26000.0,39.0,1014000.0,193000.0,2.02,2048.0,2013,
2,AR,21000.0,65.0,1365000.0,137000.0,2.0,2730.0,2013,
3,CA,320000.0,39.0,12480000.0,2995000.0,2.03,25334.0,2013,
4,CO,27000.0,37.0,999000.0,200000.0,2.0,1998.0,2013,
5,FL,245000.0,60.0,14700000.0,1029000.0,2.08,30576.0,2013,
6,GA,73000.0,62.0,4526000.0,362000.0,2.19,9912.0,2013,
7,HI,15000.0,93.0,1395000.0,140000.0,2.28,3181.0,2013,
8,ID,100000.0,34.0,3400000.0,850000.0,2.03,6902.0,2013,
9,IL,8000.0,49.0,392000.0,94000.0,4.41,1729.0,2013,
10,IN,5000.0,62.0,310000.0,115000.0,3.24,1004.0,2013,
11,IA,35000.0,43.0,1505000.0,933000.0,2.51,3778.0,2013,
12,KS,7000.0,75.0,525000.0,84000.0,2.33,1223.0,2013,
13,KY,5000.0,47.0,235000.0,56000.0,3.93,94.0,2013,
14,LA,48000.0,84.0,4032000.0,524000.0,2.26,9112.0,2013,
15,MA,8000.0,47.0,376000.0,41000.0,5.36,2015.0,2013,
16,MI,91000.0,63.0,5733000.0,1835000.0,2.5,14333.0,2013,
17,MN,132000.0,60.0,7920000.0,146000.0,2.06,16345.0,2013,
18,MS,20000.0,112.0,2240000.0,45000.0,2.01,4502.0,2013,
19,MO,12000.0,47.0,564000.0,96000.0,3.57,2013.0,2013,
20,MT,162000.0,88.0,14256000.0,5132000.0,2.05,29225.0,2013,
21,NE,50000.0,75.0,3750000.0,1688000.0,2.1,7875.0,2013,
22,NJ,12000.0,30.0,360000.0,119000.0,2.98,1073.0,2013,
23,NY,60000.0,55.0,3300000.0,1518000.0,2.72,8976.0,2013,
24,NC,12000.0,45.0,516000.0,88000.0,3.47,1791.0,2013,
25,ND,490000.0,86.0,42140000.0,9271000.0,2.0,84280.0,2013,
26,OH,15000.0,61.0,915000.0,256000.0,3.52,3221.0,2013,
27,OR,71000.0,40.0,2840000.0,767000.0,2.19,6220.0,2013,
28,PA,17000.0,46.0,782000.0,203000.0,2.75,2151.0,2013,
29,SD,9000.0,54.0,486000.0,19000.0,3.83,1861.0,2013,
30,SC,280000.0,87.0,24360000.0,2546000.0,2.09,50912.0,2013,
31,TN,7000.0,63.0,441000.0,88000.0,3.23,1424.0,2013,
32,TX,116000.0,78.0,9048000.0,2081000.0,2.23,20177.0,2013,
33,UT,29000.0,28.0,812000.0,130000.0,2.13,1730.0,2013,
34,VT,3000.0,58.0,174000.0,61000.0,5.03,875.0,2013,
35,VA,6000.0,41.0,246000.0,57000.0,5.07,1245.0,2013,
36,WA,68000.0,44.0,2992000.0,1167000.0,2.48,7420.0,2013,
37,WV,6000.0,34.0,186000.0,33000.0,4.04,751.0,2013,
38,WI,53000.0,54.0,2862000.0,1030000.0,2.32,6640.0,2013,
39,WY,38000.0,61.0,2318000.0,255000.0,2.06,4775.0,2013,
0,AL,7000.0,47.0,329000.0,13000.0,3.83,1260.0,2015,
1,AZ,26000.0,49.0,1274000.0,306000.0,2.03,2586.0,2015,
2,AR,24000.0,72.0,1728000.0,121000.0,2.06,3560.0,2015,
3,CA,275000.0,30.0,8250000.0,1485000.0,2.03,16748.0,2015,
4,CO,29000.0,51.0,1479000.0,399000.0,2.26,3343.0,2015,
5,FL,220000.0,54.0,11880000.0,832000.0,1.97,12404.0,2015,
6,GA,69000.0,40.0,2760000.0,221000.0,2.43,6707.0,2015,
7,HI,14000.0,102.0,1428000.0,71000.0,1.91,2727.0,2015,
8,ID,89000.0,32.0,2848000.0,1082000.0,1.93,5497.0,2015,
9,IL,8000.0,51.0,408000.0,155000.0,4.66,1901.0,2015,
10,IN,6000.0,53.0,318000.0,165000.0,3.23,1027.0,2015,
11,IA,36000.0,50.0,1800000.0,990000.0,2.2,3960.0,2015,
12,KS,8000.0,36.0,288000.0,107000.0,3.5,1008.0,2015,
